City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,kuala tungkal,-0.8167,103.4667,25.66,88,34,2.98,ID,1697141612
362,chibougamau,49.9168,-74.3659,9.79,76,100,3.09,CA,1697141612
363,zhangye,38.9342,100.4517,10.82,41,53,2.75,CN,1697141612
364,kombissiri,12.0656,-1.3375,26.21,66,100,4.26,BF,1697141612
365,errachidia,31.9275,-4.4285,24.03,27,40,2.57,MA,1697141532
366,island harbour,50.724,-1.2758,17.31,94,100,2.24,GB,1697141612
367,mukalla,14.5425,49.1242,27.42,75,24,2.76,YE,1697141612
368,lerwick,60.1545,-1.1494,10.0,79,100,13.39,GB,1697141613
369,ixtapa,20.7,-105.2,31.79,70,40,4.63,MX,1697141613
370,hilo,19.7297,-155.09,28.94,77,100,2.06,US,1697141406
371,santa marta de ortigueira,43.6833,-7.85,25.7,41,96,1.79,ES,1697141613
372,tegueste,28.5167,-16.3167,26.66,10,0,1.54,ES,1697141613
373,sergeyevka,53.88,67.4158,3.3,72,23,5.24,KZ,1697141613
374,machico,32.7,-16.7667,27.85,69,20,5.14,PT,1697141613
375,santarem,-2.4431,-54.7083,34.07,52,0,5.66,BR,1697141613
376,sandnessjoen,66.0217,12.6316,3.29,93,20,1.03,NO,1697141613
377,villa la angostura,-40.7617,-71.6463,12.98,55,13,1.38,AR,1697141613
378,kruisfontein,-34.0033,24.7314,14.47,74,3,7.95,ZA,1697141613
379,colonia,50.9333,6.95,18.27,90,75,2.57,DE,1697141613
380,choyr,46.3611,108.3611,4.06,50,0,1.24,MN,1697141614
381,changling,44.2653,124.0005,11.18,66,8,3.41,CN,1697141614
382,polyarnyy,69.1989,33.4478,3.1,89,100,11.16,RU,1697141614
383,sangkhla buri,15.1555,98.4536,22.21,99,99,0.48,TH,1697141614
384,alofi,-19.0595,-169.9187,26.94,57,40,5.66,NU,1697141614
385,masterton,-40.9597,175.6575,11.05,76,16,2.86,NZ,1697141398
386,lata,40.1629,-8.3327,21.62,54,18,1.2,PT,1697141614
387,soio,-6.1349,12.3689,25.7,83,5,3.85,AO,1697141614
388,goure,13.9835,10.2704,32.81,19,35,4.07,NE,1697141614
389,el porvenir,13.7617,-87.3458,33.63,69,90,2.09,HN,1697141614
390,walvis bay,-22.9575,14.5053,13.94,70,0,6.19,NA,1697141614
391,ryotsu-minato,38.0833,138.4333,14.32,58,0,1.2,JP,1697141615
392,castillos,-34.1667,-53.8333,10.21,55,5,5.34,UY,1697141615
393,morondava,-20.2833,44.2833,24.6,86,3,3.01,MG,1697141615
394,port lincoln,-34.7333,135.8667,13.29,72,99,5.15,AU,1697141615
395,kalmunai,7.4167,81.8167,24.33,93,100,1.8,LK,1697141615
396,minas de marcona,-15.2119,-75.1103,19.75,57,38,5.97,PE,1697141397
397,urzhar,47.093,81.6294,17.06,32,98,1.0,KZ,1697141615
398,sake,-1.5736,29.045,18.38,91,94,0.46,CD,1697141615
399,santa ana,33.7456,-117.8678,30.48,47,0,5.14,US,1697141423
400,gowurdak,37.8124,66.0466,13.23,77,100,10.15,TM,1697141615
401,mohgaon,21.65,78.7167,24.88,61,44,1.4,IN,1697141615
402,hono,57.6897,11.6497,11.76,76,22,11.21,SE,1697141615
403,mount isa,-20.7333,139.5,23.87,27,8,5.14,AU,1697141616
404,summit park,40.7458,-111.6116,3.38,82,100,5.36,US,1697141616
405,mount pearl,47.5166,-52.7813,13.51,96,100,4.63,CA,1697141616
406,luwuk,-0.9516,122.7875,23.71,84,100,1.92,ID,1697141616
407,biloela,-24.4167,150.5,15.45,86,0,1.49,AU,1697141616
408,east london,-33.0153,27.9116,16.48,79,5,3.12,ZA,1697141616
409,taltal,-25.4,-70.4833,19.37,63,32,3.59,CL,1697141424
410,wewak,-3.5534,143.6268,26.1,88,21,2.4,PG,1697141616
411,torghay,49.6339,63.4981,6.06,48,0,3.24,KZ,1697141616
412,wainwright,52.839,-110.8572,14.12,43,1,4.21,CA,1697141616
413,norfolk,42.1668,-71.2495,20.92,61,75,2.57,US,1697141616
414,kuta,-8.7233,115.1723,26.97,88,40,3.13,ID,1697141616
415,cockburn town,21.4612,-71.1419,29.08,77,98,5.88,TC,1697141617
416,wenxing,28.6667,112.8833,16.92,78,100,3.23,CN,1697141617
417,emmett,43.8735,-116.4993,17.82,40,5,0.89,US,1697141617
418,tadine,-21.55,167.8833,20.89,83,92,7.04,NC,1697141617
419,fortuna,40.5982,-124.1573,20.52,67,0,0.89,US,1697141617
420,jiangzi,28.95,89.6333,0.25,63,45,0.91,CN,1697141617
421,porto novo,6.4965,2.6036,25.88,86,74,2.81,BJ,1697141617
422,thunder bay,48.4001,-89.3168,10.99,58,75,2.06,CA,1697141617
423,washim,20.1,77.15,25.63,54,80,1.82,IN,1697141617
424,sola,-13.8833,167.55,25.7,78,97,7.79,VU,1697141617
425,puerto aysen,-45.4,-72.7,8.84,91,100,0.85,CL,1697141617
426,malvan,16.0667,73.4667,27.3,83,96,1.68,IN,1697141618
427,bestobe,52.4994,73.0975,4.08,48,0,3.41,KZ,1697141618
428,babana,10.4295,3.815,27.56,62,36,1.23,NG,1697141618
429,nadudvar,47.4167,21.1667,14.12,53,88,2.84,HU,1697141618
430,bundaberg,-24.85,152.35,19.01,86,0,0.45,AU,1697141618
431,guiratinga,-16.3494,-53.7583,36.73,27,65,4.74,BR,1697141618
432,kutum,14.2,24.6667,28.03,20,4,5.21,SD,1697141618
433,dunedin,-45.8742,170.5036,15.04,83,81,1.34,NZ,1697141339
434,mecca,21.4267,39.8261,29.6,52,0,1.37,SA,1697141476
435,ningbo,29.8782,121.5495,18.98,91,98,1.1,CN,1697141618
436,palmerston north,-40.35,175.6167,14.47,81,58,0.89,NZ,1697141401
437,usogorsk,63.4106,48.6872,2.59,96,100,4.73,RU,1697141618
438,luderitz,-26.6481,15.1594,15.37,76,0,9.48,NA,1697141618
439,susuman,62.7833,148.1667,-12.23,77,83,0.89,RU,1697141618
440,mongomo,1.6274,11.3135,20.95,98,100,1.35,GQ,1697141618
441,acarau,-2.8856,-40.12,27.71,73,16,8.01,BR,1697141618
442,puerto armuelles,8.2833,-82.8667,28.98,74,100,2.24,PA,1697141619
443,okhotsk,59.3833,143.3,-4.93,93,38,1.08,RU,1697141619
444,bardai,11.65,7.2333,26.4,34,23,3.39,NG,1697141619
445,valera,9.3178,-70.6036,30.48,63,62,1.09,VE,1697141619
446,poronaysk,49.2167,143.1167,9.6,67,0,2.01,RU,1697141619
447,faxinal,-24.0003,-51.3194,29.62,52,91,5.02,BR,1697141619
448,nemuro,43.3236,145.575,12.2,75,0,4.77,JP,1697141619
449,port blair,11.6667,92.75,26.72,79,45,0.66,IN,1697141514
450,leava,-14.3,-178.1667,25.08,92,100,5.08,WF,1697141619
451,cannonvale,-20.2833,148.7,20.66,73,41,2.66,AU,1697141619
452,timana,1.9714,-75.9312,28.81,44,75,3.75,CO,1697141619
453,bel ombre,-4.6167,55.4167,25.91,89,20,1.03,SC,1697141619
454,ouargla,31.9493,5.325,25.04,33,0,2.57,DZ,1697141619
455,kirakira,-10.4544,161.9205,25.72,90,100,4.42,SB,1697141620
456,qui nhon,13.7667,109.2333,24.57,90,100,3.19,VN,1697141620
457,donaghadee,54.6333,-5.5333,10.4,75,100,0.89,GB,1697141620
458,howrah,22.5892,88.3103,28.0,89,20,0.0,IN,1697141620
459,amungan,15.3652,119.9582,26.67,79,100,1.91,PH,1697141620
460,nyurba,63.2842,118.3319,1.69,96,100,1.79,RU,1697141620
461,nuuk,64.1835,-51.7216,2.36,57,100,2.25,GL,1697141620
462,korla,41.7597,86.1469,16.77,35,0,1.77,CN,1697141620
463,pitimbu,-7.4706,-34.8086,27.33,77,1,5.91,BR,1697141620
464,diego de almagro,-26.3667,-70.05,27.9,12,3,5.18,CL,1697141620
465,portland,45.5234,-122.6762,20.15,71,20,1.54,US,1697141076
466,ambodifotatra,-16.9833,49.85,24.11,74,14,4.29,MG,1697141620
467,ancud,-41.8697,-73.8203,10.52,65,34,1.55,CL,1697141621
468,lethem,3.3803,-59.7968,37.23,25,82,1.06,GY,1697141621
469,puerto lleras,3.0223,-73.4044,31.89,54,36,1.4,CO,1697141621
470,hotan,37.0997,79.9269,15.66,23,0,1.93,CN,1697141621
471,inhambane,-23.865,35.3833,23.4,89,3,6.28,MZ,1697141621
472,knyaze-volkonskoye,48.4642,135.4567,12.19,46,84,4.92,RU,1697141621
473,conception bay south,47.4999,-52.9981,13.84,95,75,1.54,CA,1697141621
474,fale old settlement,-9.3852,-171.2468,28.22,80,21,7.77,TK,1697141621
475,yorkton,51.2167,-102.4677,8.91,66,100,3.6,CA,1697141621
476,talcahuano,-36.7167,-73.1167,13.74,65,0,7.04,CL,1697141510
477,alice springs,-23.7,133.8833,12.75,41,1,2.57,AU,1697141621
478,chonchi,-42.6128,-73.8092,12.56,62,68,1.48,CL,1697141622
479,hadagalli,15.0167,75.95,25.35,66,99,0.79,IN,1697141622
480,la feria,26.159,-97.8239,33.45,59,0,3.6,US,1697141622
481,axim,4.8699,-2.2405,23.63,96,100,3.54,GH,1697141622
482,harper,4.375,-7.7169,25.51,87,100,2.52,LR,1697141622
483,lamu,-2.2717,40.902,25.12,87,100,4.3,KE,1697141622
484,barcelos,41.5388,-8.6151,24.4,51,100,1.89,PT,1697141622
485,carnarvon,-24.8667,113.6333,22.04,73,40,6.12,AU,1697141622
486,tarinkot,32.6268,65.8733,20.75,21,59,1.03,AF,1697141622
487,port alfred,-33.5906,26.891,14.54,89,24,0.89,ZA,1697141623
488,inarajan village,13.2736,144.7484,27.54,95,97,11.12,GU,1697141623
489,filey,54.21,-0.2892,11.55,84,100,0.89,GB,1697141623
490,ribeira brava,32.65,-17.0667,27.85,20,100,1.61,PT,1697141623
491,florina,40.782,21.4098,14.87,59,0,1.47,GR,1697141623
492,daru,-9.0763,143.2092,24.38,95,100,4.47,PG,1697141623
493,leshan,29.5623,103.7639,15.65,96,100,1.27,CN,1697141623
494,new norfolk,-42.7826,147.0587,9.95,85,100,2.75,AU,1697141623
495,awjilah,29.1081,21.2869,23.78,46,52,5.08,LY,1697141623
496,kharkhorin,47.1975,102.8238,5.91,46,2,1.94,MN,1697141623
497,altayskoye,51.9533,85.3325,10.42,82,100,2.43,RU,1697141623
498,kapuskasing,49.4169,-82.4331,10.05,87,75,6.17,CA,1697141582
499,grand falls-windsor,48.9332,-55.6649,11.1,88,100,1.43,CA,1697141623
500,six-fours-les-plages,43.0938,5.84,21.21,85,9,0.89,FR,1697141624
501,bela cruz,-3.0506,-40.1678,28.9,61,22,6.56,BR,1697141624
502,qarazhal,48.0078,70.7903,4.55,83,21,5.19,KZ,1697141624
503,kontcha,7.9667,12.2333,23.05,89,84,1.03,CM,1697141624
504,baragua,21.6967,-78.6328,32.69,51,78,6.48,CU,1697141388
505,prado,-17.3411,-39.2208,24.77,74,9,5.93,BR,1697141624
506,kangding,30.0513,101.9603,8.11,99,100,1.27,CN,1697141624
507,novyy rogachik,48.6768,44.0608,7.5,44,24,5.87,RU,1697141624
508,medina,24.4686,39.6142,33.24,9,0,0.0,SA,1697141624
509,kawm umbu,24.4767,32.9463,27.9,26,0,6.6,EG,1697141624
510,red bluff,40.1785,-122.2358,24.26,25,0,5.14,US,1697141624
511,isangel,-19.55,169.2667,22.58,84,100,1.79,VU,1697141624
512,greymouth,-42.4667,171.2,10.55,96,97,1.16,NZ,1697141363
513,sarikei,2.1167,111.5167,23.53,98,100,0.41,MY,1697141625
514,fang,19.9169,99.2145,21.77,100,99,0.45,TH,1697141625
515,al bawiti,28.3492,28.8659,22.86,47,0,3.44,EG,1697141625
516,kyenjojo,0.6328,30.6214,15.94,93,11,0.07,UG,1697141625
517,rusape,-18.5278,32.1284,22.04,33,99,4.8,ZW,1697141625
518,eregli,37.5133,34.0467,13.9,52,0,0.39,TR,1697141625
519,palu,-0.8917,119.8707,24.28,93,73,1.55,ID,1697141625
520,dauphin,51.1494,-100.0502,12.08,58,100,6.17,CA,1697141625
521,broome,42.2506,-75.833,19.54,62,75,2.57,US,1697141625
522,happy valley-goose bay,53.3168,-60.3315,11.17,82,75,5.14,CA,1697141625
523,ciudad lazaro cardenas,17.9583,-102.2,28.01,81,62,1.93,MX,1697141354
524,north battleford,52.7834,-108.2847,8.05,76,100,4.12,CA,1697141625
525,veraval,20.9,70.3667,26.77,82,2,3.7,IN,1697141626
526,konarka,19.9,86.1167,27.22,77,30,1.8,IN,1697141626
527,damghan,36.1683,54.348,12.38,62,49,1.61,IR,1697141626
528,cadale,2.7603,46.3222,26.32,87,17,4.55,SO,1697141626
529,natal,-5.795,-35.2094,27.36,74,40,5.66,BR,1697141211
530,ambon,-3.6954,128.1814,27.71,95,40,1.54,ID,1697141626
531,revda,56.801,59.9303,2.03,83,100,7.89,RU,1697141626
532,chernyshevskiy,63.0128,112.4714,-0.76,89,100,2.97,RU,1697141551
533,rosarito,32.3333,-117.0333,25.35,67,0,2.91,MX,1697141507
534,tsiombe,-25.3,45.4833,20.9,81,51,7.08,MG,1697141626
535,vetluzhskiy,58.3902,45.4654,6.13,93,100,5.81,RU,1697141626
536,hastings,50.8552,0.5729,17.73,45,100,6.34,GB,1697141626
537,saint-francois,46.4154,3.9054,16.47,88,0,1.03,FR,1697141626
538,ivanteyevka,55.9711,37.9208,11.81,82,73,3.58,RU,1697141627
539,colusa,39.2143,-122.0094,26.23,20,39,5.0,US,1697141627
540,pacific grove,36.6177,-121.9166,25.79,52,0,2.57,US,1697141627
541,touros,-5.1989,-35.4608,26.08,78,5,7.68,BR,1697141627
542,ongjin,37.9347,125.3619,15.98,54,100,1.25,KP,1697141627
543,boa vista,2.8197,-60.6733,36.99,28,40,3.6,BR,1697141627
544,alta,69.9689,23.2717,2.59,85,75,6.69,NO,1697141627
545,staufenberg,50.6667,8.7167,16.78,94,100,2.26,DE,1697141627
546,gordon,34.5004,-84.8666,25.29,56,81,3.09,US,1697141045
547,bobo-dioulasso,11.1771,-4.2979,22.25,100,20,2.57,BF,1697141627
548,verkhnevilyuysk,63.4453,120.3167,2.67,78,98,4.04,RU,1697141627
549,sao vicente,-23.9631,-46.3919,26.1,26,100,3.01,BR,1697141627
550,vanino,49.0869,140.2543,8.85,74,19,2.62,RU,1697141628
551,melekeok village,7.4957,134.6367,28.05,79,64,6.28,PW,1697141628
552,chinon,47.1667,0.3333,18.89,72,100,1.41,FR,1697141628
553,kargil,34.5667,76.1,6.17,35,0,1.39,IN,1697141628
554,ola,59.5833,151.2833,-4.21,57,31,3.46,RU,1697141628
555,santa vitoria do palmar,-33.5189,-53.3681,11.16,56,2,5.41,BR,1697141628
556,samus',56.7475,84.6992,6.8,69,100,2.15,RU,1697141628
557,freetown,8.484,-13.2299,25.84,83,75,4.12,SL,1697141628
558,verkhniy baskunchak,48.2256,46.7217,6.86,50,54,5.71,RU,1697141628
559,lluta,-16.0147,-72.0142,17.84,25,81,4.98,PE,1697141628
560,havre,49.5833,0.3333,17.87,94,100,2.06,FR,1697141628
561,jardim,-21.4803,-56.1381,27.55,53,37,6.09,BR,1697141628
562,qinggang,46.6833,126.0833,10.61,57,0,3.2,CN,1697141628
563,phan rang-thap cham,11.5667,108.9833,24.53,90,50,1.74,VN,1697141629
564,mili,6.0815,171.735,28.88,73,70,4.35,MH,1697141629
565,loiza,18.4313,-65.8802,32.6,78,40,6.69,PR,1697141629
